id,Booking_status,Probability
42252,1,0.7981173
42253,1,0.7501686
42254,0,0.08895518
42255,0,0.14047445
42256,1,0.59696347
42257,1,0.66121036
42258,0,0.29908374
42259,1,0.6881958
42260,1,0.7178688
42261,1,0.6532183
42262,1,0.85209244
42263,1,0.93561107
42264,0,0.08029779
42265,1,0.7792325
42266,0,0.024707127
42267,0,0.23402101
42268,1,0.7996462
42269,0,0.103308216
42270,1,0.8592905
42271,1,0.7550351
42272,0,0.063760616
42273,0,0.14452162
42274,1,0.86236936
42275,0,0.23671937
42276,0,0.11658
42277,0,0.10168512
42278,0,0.042583168
42279,0,0.3068279
42280,0,0.30943614
42281,0,0.0018669609
42282,1,0.5880275
42283,0,0.10992162
42284,0,0.49567753
42285,0,0.03308327
42286,0,0.11969119
42287,1,0.7253082
42288,0,0.3407735
42289,1,0.70049936
42290,0,0.030777477
42291,1,0.87529474
42292,0,0.10469517
42293,1,0.80149114
42294,1,0.96440345
42295,0,0.18377809
42296,0,0.036542073
42297,0,0.22451597
42298,0,0.095153585
42299,1,0.8221177
42300,0,0.2721996
42301,0,0.44788125
42302,0,0.26313546
42303,0,0.28897023
42304,0,0.11911999
42305,0,0.30326656
42306,0,0.22619092
42307,0,0.052166887
42308,0,0.264409
42309,0,0.15464719
42310,0,0.49336776
42311,1,0.63929707
42312,0,0.07442266
42313,1,0.8998418
42314,1,0.59549654
42315,0,0.21027723
42316,1,0.6187723
42317,0,0.17032912
42318,0,0.42131263
42319,0,0.018059677
42320,0,0.3065132
42321,0,0.45713192
42322,1,0.81521624
42323,0,0.042136334
42324,1,0.72005904
42325,0,0.033833645
42326,1,0.6219382
42327,0,0.025636148
42328,0,0.08604733
42329,0,0.06260714
42330,1,0.77320665
42331,0,0.4447111
42332,0,0.46815658
42333,1,0.71679753
42334,0,0.023718515
42335,1,0.74541986
42336,0,0.12713385
42337,1,0.7347496
42338,0,0.24785316
42339,0,0.011421258
42340,0,0.098867625
42341,1,0.63549006
42342,1,0.84601057
42343,0,0.45905018
42344,0,0.33215612
42345,0,0.021615893
42346,1,0.97904956
42347,1,0.7793616
42348,1,0.7112281
42349,0,0.045599494
42350,0,0.39735064
42351,0,0.06774786
42352,1,0.7278911
42353,1,0.75547826
42354,0,0.10297064
42355,0,0.18846983
42356,1,0.6178174
42357,0,0.00024871837
42358,1,0.8391088
42359,0,0.085618526
42360,1,0.76753604
42361,0,0.17471884
42362,1,0.7289953
42363,0,0.2282241
42364,0,0.1939741
42365,0,0.17034905
42366,0,0.20233993
42367,1,0.69422626
42368,0,0.47447926
42369,1,0.7805389
42370,0,0.41178176
42371,0,0.049279485
42372,1,0.5202156
42373,1,0.8930756
42374,0,0.3749192
42375,0,0.3304366
42376,0,0.04378201
42377,1,0.90309715
42378,1,0.623134
42379,0,0.1418162
42380,0,0.017849475
42381,0,0.44037762
42382,1,0.69313717
42383,1,0.9103615
42384,0,0.26660603
42385,0,0.008325675
42386,1,0.859559
42387,1,0.721086
42388,0,0.044116683
42389,0,0.0128569985
42390,1,0.8452318
42391,0,0.24455562
42392,0,0.039328665
42393,0,0.1381965
42394,0,0.35788557
42395,1,0.5307429
42396,0,0.037895463
42397,1,0.9237202
42398,0,0.113050096
42399,1,0.81750923
42400,1,0.6435682
42401,0,0.3172305
42402,1,0.6031761
42403,0,0.3380771
42404,0,0.33835584
42405,0,0.26611623
42406,0,0.45735714
42407,0,0.12769309
42408,0,0.17311536
42409,0,0.38065007
42410,1,0.54548734
42411,0,9.600664e-13
42412,1,0.8639695
42413,1,0.66425675
42414,1,0.6652518
42415,0,0.17389993
42416,1,0.8320595
42417,0,0.16099064
42418,0,0.39568388
42419,0,0.33830985
42420,0,0.14362276
42421,0,0.043834347
42422,1,0.50734615
42423,1,0.67109495
42424,1,0.77092147
42425,0,0.3765252
42426,0,0.46414897
42427,0,0.050033264
42428,0,0.294818
42429,1,0.9642905
42430,0,0.34173372
42431,1,0.69329244
42432,1,0.8997715
42433,0,0.20335531
42434,0,5.5030177e-06
42435,0,0.06425
42436,0,0.4661529
42437,0,0.21291766
42438,0,0.30017424
42439,1,0.96470934
42440,0,0.19420718
42441,1,0.9154738
42442,0,0.1309311
42443,0,0.24812666
42444,0,0.03950761
42445,0,0.063750945
42446,1,0.95101726
42447,0,0.13104406
42448,0,0.042376608
42449,0,0.16925591
42450,0,0.2726043
42451,0,0.16877148
42452,0,0.02285315
42453,0,0.08263621
42454,0,0.13305241
42455,0,0.2983297
42456,0,0.2805979
42457,0,0.048231937
42458,0,0.4111753
42459,0,0.32871047
42460,1,0.75112045
42461,0,0.10596082
42462,1,0.6414067
42463,0,0.24926303
42464,1,0.6651893
42465,0,0.15201877
42466,1,0.79196
42467,0,0.37319785
42468,0,0.37457526
42469,0,0.061348416
42470,0,0.16472766
42471,1,0.60514563
42472,0,0.36480555
42473,0,0.07075602
42474,1,0.6056044
42475,0,0.08023751
42476,0,0.00034732476
42477,0,0.4531716
42478,1,0.85099244
42479,1,0.7407868
42480,0,0.0075956546
42481,0,0.22141904
42482,0,0.046740614
42483,0,0.48873308
42484,0,0.18871318
42485,0,0.00027216916
42486,1,0.7517124
42487,1,0.52347296
42488,0,0.0003230331
42489,0,0.19325143
42490,0,0.08800153
42491,1,0.744593
42492,0,0.46819645
42493,0,0.22465019
42494,0,0.31909427
42495,0,0.42442447
42496,0,0.45749405
42497,0,0.018226616
42498,0,0.045400657
42499,0,0.051156398
42500,0,0.14248957
42501,0,0.45874146
42502,1,0.5016938
42503,1,0.8885044
42504,0,0.04331899
42505,0,4.396813e-09
42506,1,0.53148615
42507,0,0.016338617
42508,0,0.23806964
42509,0,0.27717945
42510,1,0.586725
42511,0,0.49946615
42512,0,0.3796554
42513,0,0.010011676
42514,0,0.026871495
42515,1,0.6382192
42516,1,0.5877346
42517,1,0.5813709
42518,1,0.59977525
42519,0,0.45862606
42520,1,0.58163697
42521,0,0.012225672
42522,0,0.29346135
42523,0,0.39122197
42524,1,0.50378305
42525,1,0.7699077
42526,1,0.81110495
42527,1,0.50745845
42528,1,0.5623413
42529,0,0.07414433
42530,1,0.74019194
42531,1,0.86893207
42532,0,0.18867072
42533,0,0.4558731
42534,0,0.13925073
42535,1,0.90507114
42536,0,0.13557671
42537,0,0.10116887
42538,1,0.6957958
42539,0,0.24433145
42540,0,0.26676896
42541,0,0.21918853
42542,0,0.11931752
42543,1,0.56119174
42544,0,0.032569498
42545,1,0.8917608
42546,0,0.028998293
42547,0,0.33287653
42548,1,0.5409445
42549,0,0.29654232
42550,1,0.50568485
42551,1,0.8922617
42552,1,0.7173566
42553,0,0.00648055
42554,0,0.14929244
42555,0,0.35198107
42556,0,0.23682731
42557,1,0.5452558
42558,0,0.37658036
42559,0,0.073051065
42560,0,0.2541788
42561,1,0.69817513
42562,1,0.8564633
42563,1,0.79222786
42564,0,0.4565514
42565,0,0.48650768
42566,1,0.9554786
42567,0,0.13674138
42568,0,0.022364207
42569,0,0.16066211
42570,0,0.44498774
42571,0,1.7022021e-05
42572,0,0.49003094
42573,0,0.3007164
42574,1,0.5333429
42575,1,0.63776636
42576,0,0.22021738
42577,0,0.13300839
42578,0,0.016216071
42579,0,0.035708454
42580,0,6.299517e-23
42581,1,0.88653845
42582,0,0.08418977
42583,0,0.047832716
42584,0,0.020185065
42585,0,0.15274708
42586,0,1.4346423e-06
42587,1,0.7284215
42588,1,0.5202156
42589,1,0.6420865
42590,1,0.8660622
42591,0,0.15311857
42592,0,0.15280157
42593,0,0.3529493
42594,0,0.023006944
42595,0,0.3981936
42596,0,0.3907933
42597,0,0.118176505
42598,0,0.32388142
42599,0,0.30222625
42600,0,0.0009786534
42601,0,0.3204331
42602,1,0.6388426
42603,0,0.16216785
42604,1,0.8604742
42605,0,0.4775428
42606,1,0.7837031
42607,0,0.40777457
42608,0,0.19690368
42609,0,1.8612477e-06
42610,1,0.64192647
42611,1,0.6545101
42612,0,0.034789905
42613,0,0.07150145
42614,0,0.02361829
42615,0,0.26942495
42616,1,0.8228243
42617,0,0.41538146
42618,1,0.64815325
42619,0,0.20291905
42620,1,0.7238904
42621,1,0.5689706
42622,0,0.43089497
42623,1,0.6125804
42624,0,0.017851865
42625,0,0.13118497
42626,1,0.78635824
42627,1,0.6786329
42628,1,0.8538112
42629,1,0.71055907
42630,1,0.9163874
42631,0,0.3254553
42632,0,0.012892123
42633,0,0.04280517
42634,0,0.3245528
42635,0,0.06756153
42636,0,0.48763207
42637,1,0.5109857
42638,0,0.018856162
42639,1,0.6314177
42640,0,0.094080605
42641,0,0.057204567
42642,0,0.32435456
42643,0,0.3426064
42644,0,0.41572052
42645,1,0.70881397
42646,1,0.6948778
42647,0,0.061719973
42648,0,0.12857237
42649,0,0.36954314
42650,1,0.5025285
42651,0,0.14955822
42652,0,0.26021516
42653,0,0.20161143
42654,0,0.23799564
42655,0,0.02652787
42656,0,0.4557121
42657,1,0.66517025
42658,0,0.07447779
42659,0,0.40380716
42660,0,0.2590372
42661,0,0.15341192
42662,1,0.8408641
42663,0,0.032173987
42664,0,0.070217244
42665,0,0.33513096
42666,1,0.6227373
42667,0,0.19909999
42668,0,0.0642989
42669,1,0.80957896
42670,1,0.89996487
42671,0,0.23120888
42672,1,0.9271511
42673,0,0.23070614
42674,0,0.0027060194
42675,0,0.20693795
42676,0,0.3919829
42677,1,0.5822271
42678,0,0.1064518
42679,0,0.04573786
42680,0,0.4198834
42681,0,0.015788741
42682,1,0.7404469
42683,1,0.87876815
42684,0,0.010052383
42685,0,0.21591657
42686,0,0.17362538
42687,0,0.04073145
42688,1,0.6029499
42689,1,0.92995894
42690,0,0.2742195
42691,0,0.005948663
42692,0,0.034603886
42693,1,0.70171374
42694,0,0.11409055
42695,0,0.32319775
42696,1,0.5778043
42697,0,0.34862334
42698,0,0.23783454
42699,1,0.55125886
42700,0,0.3763144
42701,0,0.0013368592
42702,0,0.06455111
42703,0,0.12267624
42704,0,0.22409293
42705,0,0.020729104
42706,0,0.098377585
42707,0,0.021723162
42708,0,0.03231954
42709,0,0.00110679
42710,0,0.44694918
42711,0,0.3576751
42712,1,0.7139041
42713,0,0.018959198
42714,0,0.12715915
42715,0,0.057515185
42716,1,0.68085206
42717,0,0.02547344
42718,0,0.030575823
42719,0,0.028288955
42720,1,0.7657827
42721,1,0.81971693
42722,0,0.3947941
42723,0,0.29899666
42724,0,0.30934298
42725,0,0.00279152
42726,0,0.10210594
42727,1,0.9198081
42728,0,0.11715272
42729,1,0.86431295
42730,0,0.49526063
42731,0,0.058487866
42732,1,0.9135057
42733,1,0.7797367
42734,0,0.2797937
42735,0,0.1589974
42736,1,0.8120672
42737,0,0.4559617
42738,0,0.0087683685
42739,0,0.2672191
42740,0,0.30732727
42741,1,0.7840077
42742,0,0.024377948
42743,1,0.7373701
42744,1,0.84125715
42745,1,0.8014065
42746,0,0.07185521
42747,1,0.71151584
42748,1,0.86895746
42749,1,0.6515591
42750,1,0.6964775
42751,0,0.076363415
42752,0,0.04980448
42753,1,0.51269734
42754,1,0.5116444
42755,1,0.7638411
42756,0,0.20570387
42757,0,0.061266106
42758,1,0.730774
42759,0,0.38312167
42760,0,0.4207559
42761,0,0.068281084
42762,1,0.89207387
42763,0,0.16142762
42764,1,0.86342824
42765,0,0.41217047
42766,0,0.02751018
42767,0,0.0021952135
42768,1,0.5888882
42769,0,0.13314998
42770,0,0.13877328
42771,1,0.86306185
42772,0,0.17181584
42773,1,0.5012095
42774,0,0.029563988
42775,0,0.008714033
42776,0,0.057888113
42777,0,0.21471648
42778,0,0.4096259
42779,0,0.14531727
42780,0,0.033236515
42781,1,0.50556445
42782,0,0.04210841
42783,1,0.59988683
42784,1,0.67624485
42785,0,0.44092458
42786,0,4.0042683e-20
42787,1,0.55155784
42788,0,0.47823942
42789,1,0.8877616
42790,0,0.2441212
42791,0,0.115989916
42792,0,0.13137391
42793,0,0.12595049
42794,0,0.23124222
42795,1,0.72955966
42796,1,0.8588244
42797,0,0.049800053
42798,1,0.5893213
42799,0,0.05030066
42800,1,0.6618909
42801,1,0.70690024
42802,0,0.16905774
42803,0,0.06791783
42804,0,0.07335691
42805,0,0.0115358075
42806,1,0.69381034
42807,0,0.3364889
42808,0,8.542784e-05
42809,0,0.15562369
42810,1,0.9004915
42811,1,0.7871938
42812,0,0.4736385
42813,1,0.8148968
42814,0,0.4660167
42815,0,0.05865597
42816,0,0.030103367
42817,1,0.6055861
42818,0,0.14842907
42819,0,0.26875162
42820,1,0.7034265
42821,0,0.014007584
42822,1,0.65879583
42823,1,0.70341194
42824,0,0.15557371
42825,0,0.010310971
42826,1,0.9003435
42827,0,0.33575004
42828,1,0.69174993
42829,0,0.29063836
42830,1,0.62796205
42831,1,0.8804213
42832,0,0.12917726
42833,1,0.6354798
42834,0,0.14690301
42835,1,0.87787217
42836,0,0.38619915
42837,1,0.84391457
42838,0,0.015764305
42839,1,0.81099904
42840,0,0.014370404
42841,0,4.170175e-06
42842,0,0.312313
42843,1,0.82762164
42844,0,0.1792826
42845,0,0.06862092
42846,1,0.7795562
42847,0,0.2511492
42848,0,0.016354835
42849,0,0.10104741
42850,0,0.17110685
42851,1,0.54837996
42852,1,0.5177116
42853,1,0.8222633
42854,0,0.064898446
42855,0,0.031150544
42856,0,0.22723673
42857,1,0.89584625
42858,0,0.11233883
42859,0,0.014834296
42860,0,0.25936654
42861,0,0.042495616
42862,0,0.007961314
42863,0,0.0033505494
42864,1,0.87274396
42865,1,0.6628274
42866,0,0.24169697
42867,0,0.2544474
42868,1,0.8820437
42869,0,0.044103038
42870,0,0.054184493
42871,1,0.86326784
42872,0,0.43733004
42873,0,0.14652377
42874,0,0.35647094
42875,1,0.600344
42876,1,0.6240647
42877,0,0.16820104
42878,1,0.5215084
42879,0,0.40854058
42880,0,0.03490066
42881,0,0.012691284
42882,1,0.84824
42883,1,0.7326707
42884,0,0.06396194
42885,1,0.8251413
42886,1,0.9216477
42887,0,0.2604084
42888,0,0.32466823
42889,1,0.8560804
42890,1,0.7959519
42891,0,0.31604072
42892,0,0.19083732
42893,0,0.097647466
42894,0,0.025003724
42895,0,0.47018707
42896,0,0.07471117
42897,0,0.48599556
42898,1,0.94914436
42899,0,0.18004109
42900,0,0.3172544
42901,1,0.7044741
42902,0,0.17932956
42903,1,0.65585065
42904,1,0.68532705
42905,0,0.05032392
42906,0,0.22252433
42907,0,0.4886984
42908,1,0.83270264
42909,0,0.3709297
42910,0,0.011072187
42911,1,0.8764504
42912,0,0.31377226
42913,0,0.23756629
42914,0,0.13392653
42915,1,0.52730143
42916,0,0.0006769674
42917,0,0.013219812
42918,0,0.16103353
42919,0,0.4503697
42920,0,0.35259324
42921,1,0.68106574
42922,1,0.7977802
42923,1,0.93283796
42924,1,0.7314533
42925,1,0.574572
42926,0,0.03370999
42927,0,0.06326701
42928,0,0.4234087
42929,0,0.025826192
42930,1,0.70420927
42931,0,0.31832945
42932,1,0.82651377
42933,0,0.03437392
42934,1,0.9502355
42935,0,0.3285171
42936,1,0.78427535
42937,1,0.7946721
42938,1,0.9110516
42939,0,0.21882181
42940,1,0.6210684
42941,1,0.5033621
42942,0,0.2888936
42943,1,0.89461875
42944,0,0.35355318
42945,1,0.64517325
42946,0,0.32066387
42947,0,0.0787655
42948,1,0.56211746
42949,0,0.069446
42950,1,0.52298117
42951,0,0.20439982
42952,0,0.27744603
42953,1,0.8291272
42954,0,0.49658197
42955,1,0.887104
42956,0,0.38272604
42957,1,0.6250092
42958,0,0.26121125
42959,0,0.3733458
42960,0,0.09895375
42961,0,0.4656294
42962,1,0.90289474
42963,0,0.16189837
42964,0,0.057586305
42965,0,0.0037895797
42966,1,0.821612
42967,1,0.77988034
42968,0,0.018630767
42969,0,0.33357933
42970,0,0.076826245
42971,0,0.30878064
42972,1,0.78401566
42973,1,0.7898494
42974,0,0.037930872
42975,0,0.38315725
42976,0,0.23625736
42977,0,0.16439617
42978,1,0.7549901
42979,0,0.13435467
42980,1,0.5052305
42981,0,0.48446244
42982,0,0.2562944
42983,0,0.11451739
42984,0,0.40142158
42985,1,0.5555531
42986,0,0.34456703
42987,1,0.95766145
42988,0,0.05395124
42989,0,0.24579185
42990,1,0.7092737
42991,0,0.13227296
42992,0,0.049635757
42993,0,0.071845286
42994,1,0.5544816
42995,1,0.76480836
42996,0,0.28177586
42997,0,0.35192502
42998,1,0.8410989
42999,1,0.7062908
43000,0,0.31825793
43001,0,0.12336957
43002,0,0.23780337
43003,1,0.6942253
43004,1,0.75744444
43005,0,0.33674702
43006,1,0.72696066
43007,0,0.41216633
43008,0,0.24076022
43009,0,0.2299598
43010,1,0.73170716
43011,0,0.3900554
43012,1,0.51540387
43013,0,0.32591847
43014,1,0.7123392
43015,0,0.20869038
43016,1,0.6038257
43017,0,0.22023545
43018,0,0.13585465
43019,0,0.3101695
43020,1,0.82572573
43021,0,0.27529982
43022,0,0.4575837
43023,1,0.8068581
43024,0,0.11126674
43025,1,0.5878766
43026,1,0.7296118
43027,0,0.085390545
43028,0,0.23299913
43029,1,0.5628291
43030,0,0.32250983
43031,0,0.03227086
43032,0,0.011488296
43033,1,0.85477823
43034,0,0.15736353
43035,0,0.3346249
43036,0,0.028688995
43037,0,0.08370245
43038,1,0.5165876
43039,0,0.16606888
43040,0,0.21958601
43041,0,0.1592342
43042,0,4.6471736e-29
43043,1,0.8393785
43044,0,0.07464157
43045,0,0.09817522
43046,1,0.8140499
43047,0,0.2934163
43048,0,0.24222186
43049,0,0.22395088
43050,1,0.6671696
43051,0,0.19578838
43052,0,0.020341596
43053,1,0.67299384
43054,0,0.14919692
43055,0,0.27854434
43056,0,0.34743083
43057,0,0.091229536
43058,1,0.85315883
43059,1,0.5674184
43060,0,0.004089837
43061,0,0.07366657
43062,0,0.19568229
43063,1,0.69578195
43064,1,0.9270457
43065,1,0.6471328
43066,0,0.16373788
43067,0,0.22933318
43068,1,0.6095287
43069,0,0.042906366
43070,0,0.20261614
43071,0,1.6731696e-05
43072,0,0.002211505
43073,0,0.24463268
43074,1,0.7681846
43075,0,0.20761932
43076,0,0.03113417
43077,0,0.4969034
43078,0,0.3680508
43079,1,0.55477124
43080,0,0.12775464
43081,0,0.12581584
43082,0,0.17604062
43083,0,0.17239895
43084,0,0.00038561027
43085,0,7.5185403e-06
43086,0,0.03142304
43087,1,0.5186707
43088,0,0.256422
43089,1,0.8237126
43090,1,0.5331708
43091,1,0.79756665
43092,0,0.0045286943
43093,1,0.92797786
43094,0,0.2307862
43095,0,0.005797651
43096,1,0.7319239
43097,0,0.1070587
43098,1,0.5738692
43099,1,0.5288863
43100,0,0.42605314
43101,0,0.27894866
43102,1,0.6861059
43103,0,0.045683187
43104,0,0.077587165
43105,0,0.33370286
43106,1,0.62293035
43107,1,0.66349316
43108,0,0.03727696
43109,0,0.27436352
43110,1,0.78826654
43111,1,0.5299224
43112,1,0.79022795
43113,0,0.27632576
43114,1,0.6950719
43115,0,0.18329784
43116,1,0.6215248
43117,0,0.106981546
43118,0,0.11717971
43119,1,0.7399433
43120,1,0.8857986
43121,0,0.10902842
43122,1,0.54551584
43123,1,0.6758043
43124,1,0.95537084
43125,1,0.71494526
43126,0,0.17382799
43127,0,0.4994783
43128,1,0.915055
43129,1,0.52267456
43130,0,0.3827746
43131,1,0.53297544
43132,0,0.25554326
43133,1,0.8205526
43134,1,0.5391196
43135,1,0.59498286
43136,0,0.32840306
43137,0,0.26790097
43138,0,0.027542746
43139,0,0.17209363
43140,0,0.18922544
43141,0,0.07300729
43142,1,0.8979894
43143,0,0.41522756
43144,1,0.7588914
43145,1,0.85276526
43146,0,0.047177557
43147,0,0.15917519
43148,1,0.8030718
43149,0,0.023236984
43150,0,0.36481607
43151,0,0.060590956
43152,0,0.024863854
43153,0,0.12302505
43154,0,0.07377187
43155,0,0.25883687
43156,0,0.047830444
43157,0,0.025785925
43158,1,0.7173566
43159,0,0.40520108
43160,1,0.86028713
43161,0,0.17656654
43162,0,0.28369552
43163,0,0.05994576
43164,0,0.018838104
43165,1,0.63004756
43166,0,0.017443735
43167,0,0.006357055
43168,0,0.003967219
43169,1,0.62424296
43170,0,0.27041444
43171,1,0.91865295
43172,1,0.958295
43173,0,0.3206806
43174,1,0.9580562
43175,1,0.8711635
43176,0,0.2433599
43177,0,0.03957656
43178,0,0.030260198
43179,0,0.42752847
43180,1,0.79615694
43181,0,0.22291766
43182,1,0.89314437
43183,0,0.0013131202
43184,0,0.20508566
43185,1,0.8741479
43186,0,2.5259865e-08
43187,1,0.6747703
43188,1,0.53001666
43189,0,0.029294541
43190,0,0.20847194
43191,0,0.298903
43192,1,0.54403013
43193,0,0.48297635
43194,1,0.51273984
43195,0,0.16910595
43196,0,0.35195336
43197,0,0.24209876
43198,1,0.6971197
43199,0,0.010108417
43200,0,0.3242457
43201,1,0.7522277
43202,0,0.026966216
43203,0,0.046636917
43204,0,0.41677043
43205,0,0.1729585
43206,1,0.77434725
43207,0,0.0006861495
43208,1,0.9255938
43209,0,0.07168233
43210,0,0.41626292
43211,1,0.7498657
43212,0,0.35005975
43213,1,0.5157454
43214,0,0.05353035
43215,0,0.16325162
43216,1,0.5350355
43217,0,0.06683347
43218,1,0.73029256
43219,0,0.0007478722
43220,1,0.5826827
43221,1,0.5176736
43222,0,0.19742353
43223,0,0.025203155
43224,0,0.06134625
43225,0,0.30462074
43226,1,0.7727834
43227,1,0.6682678
43228,0,0.2518612
43229,0,0.25252622
43230,0,7.776647e-06
43231,1,0.5408496
43232,1,0.5121317
43233,0,0.19724785
43234,0,0.021159291
43235,0,0.00675924
43236,0,0.0076634632
43237,0,0.25602618
43238,0,0.12179555
43239,0,0.05833104
43240,0,0.05340716
43241,0,0.28382704
43242,0,0.23127502
43243,0,0.41686392
43244,1,0.84281164
43245,1,0.57139915
43246,0,0.011791109
43247,0,0.23150219
43248,1,0.64135754
43249,1,0.78515637
43250,1,0.8591299
43251,1,0.547753
43252,1,0.8981206
43253,0,0.05004893
43254,1,0.8008907
43255,1,0.68960494
43256,1,0.8579092
43257,0,0.039807644
43258,1,0.8331211
43259,0,0.022106156
43260,1,0.8620072
43261,1,0.5261432
43262,0,0.068444334
43263,1,0.5812297
43264,0,0.4721128
43265,1,0.68450433
43266,1,0.7524424
43267,0,0.15323924
43268,0,0.050757803
43269,0,0.00038113623
43270,1,0.7352151
43271,0,0.1793135
43272,0,0.40321055
43273,1,0.8257192
43274,0,0.034159634
43275,0,0.42738554
43276,0,0.37961036
43277,1,0.5022021
43278,1,0.9550252
43279,1,0.77226156
43280,0,0.31705463
43281,0,0.039117374
43282,0,0.2663852
43283,1,0.77634895
43284,0,0.07760869
43285,0,0.3221846
43286,0,0.4535948
43287,1,0.5001045
43288,0,0.29857945
43289,1,0.76402986
43290,0,0.0024248327
43291,0,0.09450441
43292,0,0.15230782
43293,1,0.8477683
43294,0,0.4494471
43295,0,0.12050994
43296,1,0.7868663
43297,0,0.49378744
43298,0,0.09989381
43299,0,0.18862292
43300,0,0.11663765
43301,0,0.38873455
43302,0,0.33570087
43303,0,0.4703879
43304,0,0.39653066
43305,0,0.040120512
43306,1,0.88270235
43307,0,0.067145355
43308,1,0.6607276
43309,1,0.8552269
43310,0,0.27219406
43311,0,0.27671942
43312,0,0.06187826
43313,1,0.86940116
43314,0,0.40719244
43315,1,0.8758462
43316,1,0.5456376
43317,0,0.20703213
43318,0,0.3166909
43319,0,0.22962731
43320,1,0.5453198
43321,1,0.8210593
43322,0,0.47753182
43323,1,0.9118218
43324,0,0.35743994
43325,0,0.34402475
43326,0,0.027427016
43327,1,0.72337925
43328,0,0.45746973
43329,0,0.28618866
43330,0,0.32133883
43331,0,0.03881428
43332,1,0.9235273
43333,0,0.29664686
43334,0,0.4016986
43335,0,0.013118315
43336,0,0.006579214
43337,1,0.5481507
43338,0,0.45176628
43339,0,0.07983278
43340,0,0.0765046
43341,1,0.88731897
43342,1,0.7457441
43343,1,0.79656476
43344,0,0.14915821
43345,0,0.3260695
43346,1,0.7530491
43347,0,0.4586631
43348,1,0.91143715
43349,0,0.038556814
43350,0,0.13120766
43351,1,0.7722185
43352,1,0.64328617
43353,1,0.82913893
43354,1,0.7979964
43355,0,0.4014486
43356,0,3.3881995e-05
43357,1,0.83774537
43358,0,0.0036172108
43359,0,0.07492654
43360,0,0.32668456
43361,0,0.06293273
43362,0,0.11064468
43363,0,0.06732938
43364,0,0.17279406
43365,0,0.44999185
